text,anger
For how the hell long? The full 4-8 years?? They got nothing or they would have leaked it all by now!  This is just a ploy to defame a president they hate. Wake up. Put up or shut the hell up! #MAGA,1
Where you concern when you didn't send help in bengazi? What about the beautiful black grandmother racist President Trump release from prison but you didn't? If Russia was spying why didn't you do anything?,1
Lavar ball for president fuck it??,1
"Former President Barack Hussein Obama, is running his liberal mouth again. He needs to be put in his PLACE NOW.
#MAGA #POTUS #PATRIOT
#Conservatives #CCOT #KAG #2AShallNotBeInfringed",1
"??: We're Earth's dumbest country, as we elected a clown as our president.
??: Hold my Tequila...

My freedom of speech is safe for now, as our new Tlatoani doesn't speak English. And by the way, save your comments. I don't want to play Pigeon Chess right now.",1
"Since Mexico elected a left-wing extremist as President, shouldn't all American progressives emigrate there?

I'll help them pack. 

#KeepFamiliesTogether #Resistance",1
"90% of Republicans support a president who wants to be a dictator, believes he can break the law at will, and has lied thousands of times over past two years. Our country's future is endangered by a deeply ignorant, deeply complicit minority who blame others for their woes.",1
This new President will make Mexico more of a shithole than it already is! ...And NO asswipe U will not turn America into a shithole we Patriots will fight back!,1
"He could be introduced as the real president...the real BAD president. 

Liberals are letting their #TrumpDerangementSyndrome go out of this universe. They are having a never ending tantrum a 2 yr old would be proud of. #LiberalHate is going strong. #MAGA  ",1
"Democrats are sore losers.  

After losing The Civil War, they moved North and destroyed cities like Chicago, Washington DC, Detroit, California, Illinois, etc, etc, etc.

FINALLY we have a President with the balls to counter attack! ",1
Maxine Waters for president. how many times did your parents drop you on your head?,1
"When/at what exchange rate are you going to admit we're f*cked and say it to the President's face?
",1
Our president is totally bullshit,1
Obama is so full of himself that he would allow and accept being introduced as the real president.  There is no shame.They r the party of hate.They r either 2 stupid 2 c it or just blind w/evil!  Introduce him as Lucifer's minion & I will agree.,1
"WTF USA?! How fucking low can you go?! Oh wait, you have that douche as president. There are no limit to the depravity you will inflict. ",1
I'm disgusted for the new president elected in Mexico. However a nation gets the leader it deserves.,1
"New Mexican President???????? Fuck @EPN for not doing shit for Mexico fckn corrupt asswhole! Don't even congratulate the new president because he ain't with that shxt!
#Togetherwewillmakehistory #Nomorecorruption",1
"Now that #MexicanElection has resulted in AMLO, who's basically more left than a Democrat here, as president, does this mean Democrats will try to go there? Expect a typical Republican lunkhead pundit to suggest that",1
"Retweeted Brian Krassenstein (@krassenstein):

It's disgusting to see so many ""proud Americans"" attack Americans with things like ""How dare you not support your President"".

What makes us Americans is the very fact... ",1
"Say, I don't be giving a fuck about racism, at all. Man I don't look at it like that. Prey or Predator.",1
So glad the racism watch dog account is getting called out. That account is fucking stupid and the owners are cowards,1
just bc not all white people are racist assholes doesn't mean you can't understand why white people suck historically. so sorry that your fragile caucasity is showing and you can't deal with poc trying to campaign for better treatment than racism and injustices every day :((,1
"Black people: if another black person ever says something along the lines of ""white people have a point, we need to stop playing the race card""'

Tell them stop being brainwashed by racist narratives & that they are contributing to EVERY black death racism causes by repeating it",1
"Congrats on your close friendship with the wife-beating racism-ogre who makes people think there's a new pope every time he sneezes, bro
",1
Hey Republicans. You are the party of racism and fascism. Fuck being civil to you. #gofuckyourselves,1
Not the way shits been going with this presidency. You support racism and dividing families?! Lies.,1
"niggas go to europe for the first time just to be like 'america is so trash, [insert european country that also has a long winded history of racism] is so much better' lmfao",1
"Racism WatchDog is an account specifically designed for mentally weak ""social justice activists"" with a brain the size of a fucking pea.",1
idk anything about dbh and I dont care but that art is really cool fuck you cage racism is bad,1
Racismwatchdog is the dumbest thing I've ever seen. Would be a good account if they called out actually racism,1
"What is happening to our country?
We are going backwards 60 years.
When do Trumplicans start wearing hoods and burning crosses?

I'm MAD as hell and I will not tolerate racism! ",1
I make a lot ..... A LOT ... of jokes about racism. But... I SWEAR.. .. I do it because I'm a half-breed and I'm racially superior to any of you uni-racial freaks!!!!,1
"Hey liar @realDonaldTrump there is no deal with the European Union, there are negotiations taking place. Big difference between talk and action",1
"Trump is lying again, the European union isn't going to buy up the losses of soybeans from his trade war that he started, he's got everybody marked for rubes and sucker's, not me, not never trumpers and not bob Mueller  !",1
"#JuanWilliams. Have you ever heard a more lame attempt to crap on Trump bringing the European Union to its knees on trade? 

Its not in writing yet..? Its been 1 day!

It's like NoKo. Trump is screwing up because he can't unwind 60 yrs of klusterfuk in 6 weeks? Huh?

#thestory",1
Eve european union has said that it was free and fair election most important whole pakistani nation is with prime minister ik i dont understand why my some brainless neighobers are worried,1
"""I feel ashamed that I will be staying in the Prime Minister's palace while half of country's population Lives under poverty "" PM Imran Khan @ImranKhanPTI #PrimeMinisterImranKhan #ElectionPakistan2018 #PTI ",1
"Well that ain't rocket science, @theresa_may @conservatives is setting her history into concrete if she continues down this road.
The most hated, despised and worst Prime Minister of all time beating even Tony #BLAIR and that is saying something ",1
"Because, as you know, you have costume clown for a Prime Minister. ",1
"Imran Khan is a (allegedly) cocaine snorting, ecstasy popping prime minister. Progressive? If he does well for the normal people of Pakistan, who cares. But it's your turn now. CC: @RicFlairNatrBoy @charliesheen",1
"Shame
My upcoming Prime Minister is bad character",1
this is what happens when u elect a talking foot as prime minister,1
Canada is in a very bad situation. We have a Prime Minister With mental health and substance abuse issues,1
"An adult polar bear got injured and sick.  Apparently, the only possible cause is man make global warming. ",1
"People going on at length how the current temperatures in the U.K. are a sign of global warming. So tell me, why is it that my mother recalls to me the summer of 1976 where temperatures stayed hotter than this for about 12 weeks solid? It?s not global warming mate, it?s summer.",1
Global Warming - What a Hoax !!!,1
2018 and people still think BREXIT means England is not apart of Europe? I can?t believe how dumb people really are? wow,1
"#Tory lies
#Brexit lies
#VoteLeaveLied
#VoteLeaveCheated 
#VoteLeaveBrokeTheLaw 
#Conservatves #Tories ",1
"Sick of moronic TV dumbed down for the masses

No wonder you voted Brexit... ",1
"Brexit does mean brexit, but brexit also means... [intense screaming as eyes black over and begin weeping blood]",1
What the actual Fuck?!?!    I propose if it comes to it we actively eat brexiteers!  #brexit,1
"Trump fucked a porn star and a playmate and paid each one $130K.

Trump fucked a bunch of farmers and then paid $12 billion with our tax dollars.

#MAGA",1
"More ""Trump pronouncements"" with NO information, NOTHING but his 'word"".. wow.. his word? We know what thats worth?  12 cents and about 15 minutes before he changes his mind... 
Trump touts administration's alternatives to ObamaCare health plans ",1
